CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,is_churned,is_high_value,avg_order_value,customer_lifetime_days,avg_purchase_interval
13876.0,64,1,122.7,3,1,1,311,Others,0,0,122.7,0,
13877.0,86,1,117.24,2,1,1,211,Hibernating,0,0,117.24,0,
13878.0,55,1,1281.53,3,1,4,314,Promising,0,0,1281.53,0,
13880.0,21,13,3219.77,4,5,5,455,Champions,0,1,247.67461538461538,345,28.75
13881.0,3,20,17159.52,5,5,5,555,Champions,0,1,857.976,308,16.210526315789473
13882.0,3,5,1191.13,5,4,4,544,Champions,0,0,238.22600000000003,61,15.25
13883.0,11,5,2674.48,5,4,5,545,Champions,0,1,534.896,242,60.5
13884.0,7,5,787.6,5,4,3,543,Loyal Customers,0,0,157.52,276,69.0
13885.0,189,2,506.8,1,2,3,123,Lost,1,0,253.4,11,11.0
13886.0,71,1,243.56,3,1,2,312,Others,0,0,243.56,0,
13887.0,204,1,349.55,1,1,2,112,Hibernating,1,0,349.55,0,
13888.0,120,2,605.63,2,2,3,223,About to Sleep,0,0,302.815,98,98.0
13889.0,93,1,416.90000000000003,2,1,2,212,Hibernating,0,0,416.90000000000003,0,
13890.0,1,10,1883.8100000000002,5,5,4,554,Champions,0,0,188.38100000000003,357,39.666666666666664
13892.0,27,4,632.97,4,4,3,443,Loyal Customers,0,0,158.2425,219,73.0
13893.0,298,1,821.1,1,1,3,113,Lost,1,0,821.1,0,
13894.0,24,3,564.62,4,3,3,433,Loyal Customers,0,0,188.20666666666668,286,143.0
13895.0,28,4,2593.07,4,4,5,445,Champions,0,1,648.2675,136,45.333333333333336
13897.0,50,1,311.16,3,1,2,312,Others,0,0,311.16,0,
13898.0,326,1,155.93,1,1,1,111,Hibernating,1,0,155.93,0,
13899.0,16,2,388.52,4,2,2,422,Potential Loyalists,0,0,194.26,258,258.0
13900.0,183,3,740.95,1,3,3,133,At Risk,1,0,246.98333333333335,79,39.5
13901.0,72,5,2867.2,2,4,5,245,About to Sleep,0,1,573.4399999999999,246,61.5
13904.0,37,2,332.64,3,2,2,322,Potential Loyalists,0,0,166.32,257,257.0
13908.0,80,4,2369.55,2,4,5,245,About to Sleep,0,1,592.3875,196,65.33333333333333
13911.0,57,9,2580.91,3,5,5,355,Loyal Customers,0,1,286.7677777777778,251,31.375
13914.0,12,2,626.45,5,2,3,523,Potential Loyalists,0,0,313.225,24,24.0
13917.0,50,2,272.04,3,2,2,322,Potential Loyalists,0,0,136.02,141,141.0
13918.0,50,2,1212.8400000000001,3,2,4,324,Potential Loyalists,0,0,606.4200000000001,203,203.0
13922.0,352,1,172.25,1,1,1,111,Hibernating,1,0,172.25,0,
13923.0,54,1,351.13,3,1,2,312,Others,0,0,351.13,0,
13924.0,2,6,1838.8500000000001,5,5,4,554,Champions,0,0,306.475,70,14.0
13925.0,93,4,678.25,2,4,3,243,About to Sleep,0,0,169.5625,42,14.0
13926.0,23,1,223.85000000000002,4,1,1,411,New Customers,0,0,223.85000000000002,0,
13927.0,75,1,348.99,2,1,2,212,Hibernating,0,0,348.99,0,
13928.0,11,4,464.57,5,4,2,542,Potential Loyalists,0,0,116.1425,122,40.666666666666664
13929.0,169,2,842.65,2,2,3,223,About to Sleep,1,0,421.325,157,157.0
13930.0,58,2,337.34,3,2,2,322,Potential Loyalists,0,0,168.67,78,78.0
13931.0,96,2,1237.53,2,2,4,224,About to Sleep,0,0,618.765,185,185.0
13932.0,295,1,307.4,1,1,2,112,Hibernating,1,0,307.4,0,
13933.0,109,2,608.7900000000001,2,2,3,223,About to Sleep,0,0,304.39500000000004,39,39.0
13934.0,264,1,922.1,1,1,4,114,Lost,1,0,922.1,0,
13936.0,180,1,376.58,1,1,2,112,Hibernating,1,0,376.58,0,
13937.0,169,1,158.85,2,1,1,211,Hibernating,1,0,158.85,0,
13938.0,35,1,71.66,3,1,1,311,Others,0,0,71.66,0,
13939.0,23,3,568.55,4,3,3,433,Loyal Customers,0,0,189.51666666666665,288,144.0
13940.0,17,4,839.14,4,4,3,443,Loyal Customers,0,0,209.785,126,42.0
13941.0,22,5,5112.96,4,4,5,445,Champions,0,1,1022.592,350,87.5
13946.0,79,3,561.5699999999999,2,3,3,233,About to Sleep,0,0,187.18999999999997,188,94.0
13947.0,65,1,90.6,3,1,1,311,Others,0,0,90.6,0,
13948.0,361,1,102.0,1,1,1,111,Hibernating,1,0,102.0,0,
13949.0,3,6,2427.32,5,5,5,555,Champions,0,1,404.55333333333334,91,18.2
13950.0,11,4,745.06,5,4,3,543,Loyal Customers,0,0,186.265,235,78.33333333333333
13951.0,176,3,674.45,2,3,3,233,About to Sleep,1,0,224.8166666666667,118,59.0
13952.0,218,2,3251.071,1,2,5,125,Lost,1,1,1625.5355,20,20.0
13953.0,7,7,3515.68,5,5,5,555,Champions,0,1,502.23999999999995,345,57.5
13954.0,1,2,439.92,5,2,2,522,Potential Loyalists,0,0,219.96,69,69.0
13955.0,154,2,322.96,2,2,2,222,About to Sleep,1,0,161.48,151,151.0
13956.0,5,5,1026.42,5,4,4,544,Champions,0,0,205.28400000000002,266,66.5
13959.0,79,3,598.2,2,3,3,233,About to Sleep,0,0,199.4,283,141.5
13960.0,21,2,230.22,4,2,1,421,Others,0,0,115.11,50,50.0
13962.0,22,2,169.55,4,2,1,421,Others,0,0,84.775,223,223.0
13963.0,308,4,664.54,1,4,3,143,At Risk,1,0,166.135,59,19.666666666666668
13967.0,146,1,80.7,2,1,1,211,Hibernating,1,0,80.7,0,
13969.0,7,18,9053.94,5,5,5,555,Champions,0,1,502.99666666666667,357,21.0
13971.0,19,8,2758.26,4,5,5,455,Champions,0,1,344.7825,266,38.0
13972.0,71,2,190.25,3,2,1,321,Others,0,0,95.125,131,131.0
13973.0,287,1,264.7,1,1,2,112,Hibernating,1,0,264.7,0,
13974.0,49,1,413.59000000000003,3,1,2,312,Others,0,0,413.59000000000003,0,
13975.0,31,6,2526.28,4,5,5,455,Champions,0,1,421.0466666666667,245,49.0
13976.0,207,1,357.98,1,1,2,112,Hibernating,1,0,357.98,0,
13978.0,15,2,196.79000000000002,4,2,1,421,Others,0,0,98.39500000000001,30,30.0
13979.0,73,1,869.87,2,1,3,213,Others,0,0,869.87,0,
13980.0,60,1,200.14,3,1,1,311,Others,0,0,200.14,0,
13982.0,39,4,1871.81,3,4,4,344,Loyal Customers,0,0,467.9525,326,108.66666666666667
13983.0,30,12,2603.43,4,5,5,455,Champions,0,1,216.9525,337,30.636363636363637
13984.0,27,5,920.51,4,4,4,444,Champions,0,0,184.102,339,84.75
13985.0,4,15,7060.13,5,5,5,555,Champions,0,1,470.67533333333336,260,18.571428571428573
13986.0,17,1,320.46,4,1,2,412,New Customers,0,0,320.46,0,
13988.0,20,6,4147.96,4,5,5,455,Champions,0,1,691.3266666666667,234,46.8
13989.0,66,2,1266.08,3,2,4,324,Potential Loyalists,0,0,633.04,173,173.0
13990.0,213,1,311.3,1,1,2,112,Hibernating,1,0,311.3,0,
13991.0,12,6,855.97,5,5,3,553,Loyal Customers,0,0,142.66166666666666,131,26.2
13992.0,30,1,76.8,4,1,1,411,New Customers,0,0,76.8,0,
13993.0,43,9,3466.36,3,5,5,355,Loyal Customers,0,1,385.1511111111111,287,35.875
13994.0,4,6,2313.14,5,5,5,555,Champions,0,1,385.5233333333333,144,28.8
13995.0,15,5,1393.69,4,4,4,444,Champions,0,0,278.738,230,57.5
13999.0,10,12,3901.81,5,5,5,555,Champions,0,1,325.1508333333333,351,31.90909090909091
14000.0,211,1,635.66,1,1,3,113,Lost,1,0,635.66,0,
14001.0,46,3,2043.0800000000002,3,3,5,335,Loyal Customers,0,1,681.0266666666668,327,163.5
14002.0,134,2,529.73,2,2,3,223,About to Sleep,1,0,264.865,22,22.0
14004.0,43,7,4582.64,3,5,5,355,Loyal Customers,0,1,654.6628571428572,245,40.833333333333336
14005.0,10,5,2874.72,5,4,5,545,Champions,0,1,574.944,206,51.5
14006.0,116,3,962.19,2,3,4,234,About to Sleep,0,0,320.73,196,98.0
14009.0,198,2,695.61,1,2,3,123,Lost,1,0,347.805,7,7.0
14012.0,278,1,328.8,1,1,2,112,Hibernating,1,0,328.8,0,
14013.0,110,3,473.02,2,3,3,233,About to Sleep,0,0,157.67333333333332,165,82.5
14014.0,77,1,505.18,2,1,3,213,Others,0,0,505.18,0,
14015.0,53,1,917.34,3,1,4,314,Promising,0,0,917.34,0,
14019.0,47,3,1421.61,3,3,4,334,Loyal Customers,0,0,473.86999999999995,91,45.5
14020.0,17,2,642.8,4,2,3,423,Potential Loyalists,0,0,321.4,71,71.0
14021.0,155,3,631.9,2,3,3,233,About to Sleep,1,0,210.63333333333333,101,50.5
14022.0,225,1,440.0,1,1,2,112,Hibernating,1,0,440.0,0,
14023.0,7,2,584.07,5,2,3,523,Potential Loyalists,0,0,292.035,242,242.0
14024.0,122,2,327.7,2,2,2,222,About to Sleep,1,0,163.85,2,2.0
14027.0,61,1,104.82,3,1,1,311,Others,0,0,104.82,0,
14029.0,63,2,467.66,3,2,3,323,Potential Loyalists,0,0,233.83,80,80.0
14030.0,18,8,2360.09,4,5,5,455,Champions,0,1,295.01125,348,49.714285714285715
14031.0,7,19,17286.86,5,5,5,555,Champions,0,1,909.8347368421053,365,20.27777777777778
14032.0,2,11,2975.59,5,5,5,555,Champions,0,1,270.5081818181818,364,36.4
14034.0,22,3,651.8199999999999,4,3,3,433,Loyal Customers,0,0,217.2733333333333,135,67.5
14035.0,29,5,1428.02,4,4,4,444,Champions,0,0,285.604,268,67.0
14036.0,285,1,626.65,1,1,3,113,Lost,1,0,626.65,0,
14037.0,176,2,147.20000000000002,2,2,1,221,About to Sleep,1,0,73.60000000000001,188,188.0
14038.0,78,3,1560.38,2,3,4,234,About to Sleep,0,0,520.1266666666667,128,64.0
14039.0,33,1,152.2,3,1,1,311,Others,0,0,152.2,0,
14040.0,41,12,3614.92,3,5,5,355,Loyal Customers,0,1,301.24333333333334,290,26.363636363636363
14041.0,266,1,141.41,1,1,1,111,Hibernating,1,0,141.41,0,
14044.0,27,4,652.82,4,4,3,443,Loyal Customers,0,0,163.205,283,94.33333333333333
14045.0,109,4,1659.75,2,4,4,244,About to Sleep,0,0,414.9375,264,88.0
14046.0,284,1,154.99,1,1,1,111,Hibernating,1,0,154.99,0,
14047.0,9,5,1308.6100000000001,5,4,4,544,Champions,0,0,261.72200000000004,364,91.0
14048.0,305,1,409.93,1,1,2,112,Hibernating,1,0,409.93,0,
14049.0,17,4,5681.72,4,4,5,445,Champions,0,1,1420.43,301,100.33333333333333
14050.0,32,2,746.36,4,2,3,423,Potential Loyalists,0,0,373.18,74,74.0
14051.0,1,23,15610.390000000001,5,5,5,555,Champions,0,1,678.7126086956522,365,16.59090909090909
14052.0,20,1,225.36,4,1,1,411,New Customers,0,0,225.36,0,
14053.0,124,2,260.25,2,2,2,222,About to Sleep,1,0,130.125,35,35.0
14054.0,65,1,92.46,3,1,1,311,Others,0,0,92.46,0,
14055.0,106,1,725.6400000000001,2,1,3,213,Others,0,0,725.6400000000001,0,
14056.0,1,23,8214.65,5,5,5,555,Champions,0,1,357.1586956521739,282,12.818181818181818
14057.0,24,17,6217.96,4,5,5,455,Champions,0,1,365.76235294117646,336,21.0
14059.0,267,1,183.6,1,1,1,111,Hibernating,1,0,183.6,0,
14060.0,5,19,6140.42,5,5,5,555,Champions,0,1,323.18,368,20.444444444444443
14062.0,10,12,10464.85,5,5,5,555,Champions,0,1,872.0708333333333,354,32.18181818181818
14064.0,29,5,1353.74,4,4,4,444,Champions,0,0,270.748,245,61.25
14066.0,267,1,152.55,1,1,1,111,Hibernating,1,0,152.55,0,
14067.0,64,2,374.7,3,2,2,322,Potential Loyalists,0,0,187.35,32,32.0
14068.0,320,1,265.85,1,1,2,112,Hibernating,1,0,265.85,0,
14071.0,4,8,1438.82,5,5,4,554,Champions,0,0,179.8525,261,37.285714285714285
14073.0,32,1,151.04,4,1,1,411,New Customers,0,0,151.04,0,
14075.0,5,3,942.26,5,3,4,534,Loyal Customers,0,0,314.08666666666664,256,128.0
14076.0,129,1,122.47,2,1,1,211,Hibernating,1,0,122.47,0,
14077.0,41,5,499.41999999999996,3,4,3,343,Loyal Customers,0,0,99.88399999999999,233,58.25
14078.0,102,6,1049.37,2,5,4,254,About to Sleep,0,0,174.89499999999998,271,54.2
14079.0,125,1,375.1,2,1,2,212,Hibernating,1,0,375.1,0,
14080.0,33,1,45.599999999999994,3,1,1,311,Others,0,0,45.599999999999994,0,
14081.0,302,2,934.52,1,2,4,124,Lost,1,0,467.26,67,67.0
14082.0,365,1,182.25,1,1,1,111,Hibernating,1,0,182.25,0,
14083.0,4,9,1018.43,5,5,4,554,Champions,0,0,113.15888888888888,367,45.875
14085.0,2,18,4448.54,5,5,5,555,Champions,0,1,247.14111111111112,366,21.529411764705884
14087.0,3,1,194.42,5,1,1,511,New Customers,0,0,194.42,0,
14088.0,10,13,50491.81,5,5,5,555,Champions,0,1,3883.9853846153846,312,26.0
14089.0,57,1,161.0,3,1,1,311,Others,0,0,161.0,0,
14090.0,325,1,76.32000000000001,1,1,1,111,Hibernating,1,0,76.32000000000001,0,
14092.0,8,14,4076.91,5,5,5,555,Champions,0,1,291.2078571428571,350,26.923076923076923
14093.0,12,1,442.85,5,1,2,512,New Customers,0,0,442.85,0,
14096.0,4,17,65164.79,5,5,5,555,Champions,0,1,3833.2229411764706,97,6.0625
14098.0,37,1,147.35,3,1,1,311,Others,0,0,147.35,0,
14099.0,16,11,3104.17,4,5,5,455,Champions,0,1,282.1972727272727,338,33.8
14100.0,138,1,194.9,2,1,1,211,Hibernating,1,0,194.9,0,
14101.0,74,6,5976.79,2,5,5,255,About to Sleep,0,1,996.1316666666667,252,50.4
14102.0,5,5,1360.28,5,4,4,544,Champions,0,0,272.056,39,9.75
14104.0,154,2,216.20999999999998,2,2,1,221,About to Sleep,1,0,108.10499999999999,11,11.0
14105.0,239,1,1266.23,1,1,4,114,Lost,1,0,1266.23,0,
14107.0,52,7,2703.23,3,5,5,355,Loyal Customers,0,1,386.17571428571426,312,52.0
14108.0,31,2,597.91,4,2,3,423,Potential Loyalists,0,0,298.955,70,70.0
14109.0,73,1,144.2,2,1,1,211,Hibernating,0,0,144.2,0,
14110.0,4,12,5683.15,5,5,5,555,Champions,0,1,473.5958333333333,263,23.90909090909091
14111.0,14,4,692.85,4,4,3,443,Loyal Customers,0,0,173.2125,227,75.66666666666667
14112.0,23,7,2915.15,4,5,5,455,Champions,0,1,416.45,253,42.166666666666664
14113.0,4,4,1840.42,5,4,4,544,Champions,0,0,460.105,351,117.0
14114.0,274,2,386.53,1,2,2,122,Hibernating,1,0,193.265,56,56.0
14116.0,20,5,1382.74,4,4,4,444,Champions,0,0,276.548,101,25.25
14117.0,144,1,90.0,2,1,1,211,Hibernating,1,0,90.0,0,
14121.0,4,4,2780.15,5,4,5,545,Champions,0,1,695.0375,56,18.666666666666668
14124.0,84,1,419.58000000000004,2,1,2,212,Hibernating,0,0,419.58000000000004,0,
14125.0,11,3,2740.43,5,3,5,535,Loyal Customers,0,1,913.4766666666666,67,33.5
14126.0,8,3,706.1300000000001,5,3,3,533,Loyal Customers,0,0,235.3766666666667,2,1.0
14127.0,123,3,709.71,2,3,3,233,About to Sleep,1,0,236.57000000000002,187,93.5
14128.0,61,2,637.5,3,2,3,323,Potential Loyalists,0,0,318.75,195,195.0
14129.0,2,5,1123.8600000000001,5,4,4,544,Champions,0,0,224.77200000000002,259,64.75
14130.0,319,1,483.86,1,1,3,113,Lost,1,0,483.86,0,
14132.0,2,11,3586.0299999999997,5,5,5,555,Champions,0,1,326.00272727272727,181,18.1
14133.0,130,3,605.64,2,3,3,233,About to Sleep,1,0,201.88,186,93.0
14135.0,2,15,4690.31,5,5,5,555,Champions,0,1,312.68733333333336,371,26.5
14138.0,2,2,982.3800000000001,5,2,4,524,Potential Loyalists,0,0,491.19000000000005,62,62.0
14139.0,46,1,415.82,3,1,2,312,Others,0,0,415.82,0,
14140.0,4,2,935.05,5,2,4,524,Potential Loyalists,0,0,467.525,27,27.0
14141.0,3,4,915.13,5,4,4,544,Champions,0,0,228.7825,102,34.0
14142.0,373,1,311.81,1,1,2,112,Hibernating,1,0,311.81,0,
14143.0,134,1,115.8,2,1,1,211,Hibernating,1,0,115.8,0,
14145.0,47,4,3742.2,3,4,5,345,Loyal Customers,0,1,935.55,170,56.666666666666664
14146.0,9,5,4191.0,5,4,5,545,Champions,0,1,838.2,348,87.0
14147.0,78,2,483.4,2,2,3,223,About to Sleep,0,0,241.7,207,207.0
14148.0,234,1,157.2,1,1,1,111,Hibernating,1,0,157.2,0,
14149.0,221,1,446.62,1,1,2,112,Hibernating,1,0,446.62,0,
14150.0,36,2,658.64,3,2,3,323,Potential Loyalists,0,0,329.32,324,324.0
14152.0,75,2,621.29,2,2,3,223,About to Sleep,0,0,310.645,158,158.0
14154.0,239,2,1345.62,1,2,4,124,Lost,1,0,672.81,0,0.0
14155.0,266,1,118.75,1,1,1,111,Hibernating,1,0,118.75,0,
14157.0,20,2,432.88,4,2,2,422,Potential Loyalists,0,0,216.44,265,265.0
14158.0,40,1,507.66,3,1,3,313,Promising,0,0,507.66,0,
14159.0,20,11,4693.01,4,5,5,455,Champions,0,1,426.6372727272728,343,34.3
14161.0,216,3,1110.52,1,3,4,134,At Risk,1,0,370.17333333333335,153,76.5
14162.0,174,2,289.36,2,2,2,222,About to Sleep,1,0,144.68,118,118.0
14163.0,87,4,2445.91,2,4,5,245,About to Sleep,0,1,611.4775,151,50.333333333333336
14164.0,71,2,1631.77,3,2,4,324,Potential Loyalists,0,0,815.885,10,10.0
14165.0,276,1,122.53999999999999,1,1,1,111,Hibernating,1,0,122.53999999999999,0,
14167.0,39,4,574.84,3,4,3,343,Loyal Customers,0,0,143.71,291,97.0
14171.0,98,1,363.79,2,1,2,212,Hibernating,0,0,363.79,0,
14173.0,11,4,450.84,5,4,2,542,Potential Loyalists,0,0,112.71,208,69.33333333333333
14174.0,33,1,134.46,3,1,1,311,Others,0,0,134.46,0,
14175.0,60,3,3222.3,3,3,5,335,Loyal Customers,0,1,1074.1000000000001,269,134.5
14176.0,297,4,576.9000000000001,1,4,3,143,At Risk,1,0,144.22500000000002,70,23.333333333333332
14177.0,86,4,559.41,2,4,3,243,About to Sleep,0,0,139.8525,93,31.0
14178.0,9,7,1620.93,5,5,4,554,Champions,0,0,231.5614285714286,173,28.833333333333332
14179.0,41,2,719.78,3,2,3,323,Potential Loyalists,0,0,359.89,11,11.0
14180.0,11,25,4748.52,5,5,5,555,Champions,0,1,189.94080000000002,361,15.041666666666666
14184.0,67,1,452.89,3,1,2,312,Others,0,0,452.89,0,
14185.0,331,1,197.65,1,1,1,111,Hibernating,1,0,197.65,0,
14188.0,31,6,2054.36,4,5,5,455,Champions,0,1,342.3933333333334,279,55.8
14189.0,2,15,4654.08,5,5,5,555,Champions,0,1,310.272,366,26.142857142857142
14191.0,2,13,4684.76,5,5,5,555,Champions,0,1,360.36615384615385,218,18.166666666666668
14193.0,68,2,853.39,3,2,3,323,Potential Loyalists,0,0,426.695,201,201.0
14194.0,5,21,11349.52,5,5,5,555,Champions,0,1,540.4533333333334,303,15.15
14195.0,202,2,1012.0,1,2,4,124,Lost,1,0,506.0,50,50.0
14196.0,107,1,335.52,2,1,2,212,Hibernating,0,0,335.52,0,
14198.0,18,4,701.4,4,4,3,443,Loyal Customers,0,0,175.35,221,73.66666666666667
14199.0,218,1,185.39999999999998,1,1,1,111,Hibernating,1,0,185.39999999999998,0,
14201.0,60,7,747.44,3,5,3,353,Loyal Customers,0,0,106.77714285714286,299,49.833333333333336
14204.0,2,1,161.03,5,1,1,511,New Customers,0,0,161.03,0,
14205.0,17,2,466.7,4,2,3,423,Potential Loyalists,0,0,233.35,247,247.0
14206.0,239,1,328.15999999999997,1,1,2,112,Hibernating,1,0,328.15999999999997,0,
14208.0,95,1,151.74,2,1,1,211,Hibernating,0,0,151.74,0,
14209.0,11,6,2073.43,5,5,5,555,Champions,0,1,345.57166666666666,321,64.2
14210.0,106,6,1905.8400000000001,2,5,4,254,About to Sleep,0,0,317.64000000000004,265,53.0
14211.0,53,9,2241.1,3,5,5,355,Loyal Customers,0,1,249.0111111111111,241,30.125
14212.0,90,1,1070.48,2,1,4,214,Others,0,0,1070.48,0,
14214.0,31,5,1004.38,4,4,4,444,Champions,0,0,200.876,246,61.5
14215.0,12,6,1789.72,5,5,4,554,Champions,0,0,298.2866666666667,356,71.2
14216.0,3,4,1839.3,5,4,4,544,Champions,0,0,459.825,34,11.333333333333334
14217.0,2,17,2004.98,5,5,5,555,Champions,0,1,117.94,364,22.75
14218.0,43,1,169.48000000000002,3,1,1,311,Others,0,0,169.48000000000002,0,
14219.0,4,1,89.94,5,1,1,511,New Customers,0,0,89.94,0,
14220.0,247,2,632.4,1,2,3,123,Lost,1,0,316.2,110,110.0
14221.0,42,9,3432.8,3,5,5,355,Loyal Customers,0,1,381.4222222222222,296,37.0
14222.0,177,1,683.17,2,1,3,213,Others,1,0,683.17,0,
14223.0,92,3,991.13,2,3,4,234,About to Sleep,0,0,330.37666666666667,171,85.5
14224.0,110,4,1050.12,2,4,4,244,About to Sleep,0,0,262.53,209,69.66666666666667
14226.0,29,5,2232.19,4,4,5,445,Champions,0,1,446.438,240,60.0
14227.0,26,10,3350.96,4,5,5,455,Champions,0,1,335.096,258,28.666666666666668
14229.0,52,3,1547.2,3,3,4,334,Loyal Customers,0,0,515.7333333333333,281,140.5
14231.0,184,3,925.71,1,3,4,134,At Risk,1,0,308.57,104,52.0
14232.0,43,5,2048.07,3,4,5,345,Loyal Customers,0,1,409.61400000000003,221,55.25
14233.0,49,4,1462.72,3,4,4,344,Loyal Customers,0,0,365.68,268,89.33333333333333
14234.0,22,4,775.46,4,4,3,443,Loyal Customers,0,0,193.865,35,11.666666666666666
14235.0,75,5,3144.86,2,4,5,245,About to Sleep,0,1,628.972,185,46.25
14236.0,81,2,490.86,2,2,3,223,About to Sleep,0,0,245.43,291,291.0
14237.0,373,1,161.0,1,1,1,111,Hibernating,1,0,161.0,0,
14238.0,326,1,146.85,1,1,1,111,Hibernating,1,0,146.85,0,
14239.0,43,11,2380.85,3,5,5,355,Loyal Customers,0,1,216.4409090909091,272,27.2
14240.0,30,2,890.34,4,2,3,423,Potential Loyalists,0,0,445.17,195,195.0
14241.0,184,1,213.70000000000002,1,1,1,111,Hibernating,1,0,213.70000000000002,0,
14242.0,235,2,280.55,1,2,2,122,Hibernating,1,0,140.275,91,91.0
14243.0,9,10,2588.77,5,5,5,555,Champions,0,1,258.877,357,39.666666666666664
14245.0,220,2,1693.45,1,2,4,124,Lost,1,0,846.725,43,43.0
14246.0,111,3,1474.06,2,3,4,234,About to Sleep,0,0,491.3533333333333,135,67.5
14247.0,278,1,136.76999999999998,1,1,1,111,Hibernating,1,0,136.76999999999998,0,
14248.0,318,1,302.58,1,1,2,112,Hibernating,1,0,302.58,0,
14250.0,7,3,1904.05,5,3,4,534,Loyal Customers,0,0,634.6833333333333,82,41.0
14251.0,2,5,2879.7000000000003,5,4,5,545,Champions,0,1,575.94,55,13.75
14256.0,260,2,969.0600000000001,1,2,4,124,Lost,1,0,484.53000000000003,104,104.0
14257.0,64,5,3099.7200000000003,3,4,5,345,Loyal Customers,0,1,619.9440000000001,254,63.5
14258.0,9,9,12669.98,5,5,5,555,Champions,0,1,1407.7755555555555,328,41.0
14259.0,142,1,120.0,2,1,1,211,Hibernating,1,0,120.0,0,
14261.0,51,2,1163.45,3,2,4,324,Potential Loyalists,0,0,581.725,27,27.0
14262.0,8,8,2618.23,5,5,5,555,Champions,0,1,327.27875,232,33.142857142857146
14264.0,155,2,333.97,2,2,2,222,About to Sleep,1,0,166.985,90,90.0
14267.0,163,3,1516.24,2,3,4,234,About to Sleep,1,0,505.41333333333336,97,48.5
14270.0,332,1,492.65000000000003,1,1,3,113,Lost,1,0,492.65000000000003,0,
14271.0,226,1,112.32,1,1,1,111,Hibernating,1,0,112.32,0,
14272.0,74,2,437.96,2,2,2,222,About to Sleep,0,0,218.98,180,180.0
14273.0,51,4,559.97,3,4,3,343,Loyal Customers,0,0,139.9925,190,63.333333333333336
14276.0,99,3,1119.74,2,3,4,234,About to Sleep,0,0,373.24666666666667,191,95.5
14280.0,197,1,134.04,1,1,1,111,Hibernating,1,0,134.04,0,
14282.0,3,15,3729.34,5,5,5,555,Champions,0,1,248.62266666666667,364,26.0
14284.0,31,2,595.25,4,2,3,423,Potential Loyalists,0,0,297.625,55,55.0
14285.0,21,4,1910.01,4,4,4,444,Champions,0,0,477.5025,155,51.666666666666664
14286.0,24,3,4628.75,4,3,5,435,Loyal Customers,0,1,1542.9166666666667,219,109.5
14287.0,8,3,176.63,5,3,1,531,Others,0,0,58.876666666666665,190,95.0
14288.0,213,1,426.6,1,1,2,112,Hibernating,1,0,426.6,0,
14289.0,9,6,911.26,5,5,4,554,Champions,0,0,151.87666666666667,280,56.0
14290.0,11,5,2314.65,5,4,5,545,Champions,0,1,462.93,350,87.5
14291.0,2,11,3883.25,5,5,5,555,Champions,0,1,353.02272727272725,273,27.3
14292.0,8,9,4871.93,5,5,5,555,Champions,0,1,541.3255555555556,275,34.375
14293.0,3,4,1046.56,5,4,4,544,Champions,0,0,261.64,365,121.66666666666667
14295.0,40,1,166.20000000000002,3,1,1,311,Others,0,0,166.20000000000002,0,
14297.0,18,4,1305.33,4,4,4,444,Champions,0,0,326.3325,257,85.66666666666667
14298.0,8,44,51527.3,5,5,5,555,Champions,0,1,1171.075,352,8.186046511627907
14299.0,8,9,3965.62,5,5,5,555,Champions,0,1,440.6244444444444,357,44.625
14300.0,19,1,43.2,4,1,1,411,New Customers,0,0,43.2,0,
14301.0,117,1,640.14,2,1,3,213,Others,0,0,640.14,0,
14304.0,223,1,383.45,1,1,2,112,Hibernating,1,0,383.45,0,
14305.0,71,3,1858.96,3,3,4,334,Loyal Customers,0,0,619.6533333333333,64,32.0
14306.0,51,2,2093.32,3,2,5,325,Potential Loyalists,0,1,1046.66,34,34.0
14307.0,89,6,2995.72,2,5,5,255,About to Sleep,0,1,499.28666666666663,284,56.8
14309.0,8,9,2352.53,5,5,5,555,Champions,0,1,261.39222222222224,350,43.75
14311.0,243,1,310.26,1,1,2,112,Hibernating,1,0,310.26,0,
14312.0,47,6,1611.59,3,5,4,354,Loyal Customers,0,0,268.5983333333333,290,58.0
14314.0,107,1,120.0,2,1,1,211,Hibernating,0,0,120.0,0,
14315.0,45,6,2481.13,3,5,5,355,Loyal Customers,0,1,413.5216666666667,221,44.2
14317.0,65,1,508.58000000000004,3,1,3,313,Promising,0,0,508.58000000000004,0,
14320.0,207,2,477.79,1,2,3,123,Lost,1,0,238.895,126,126.0
14321.0,11,5,1530.75,5,4,4,544,Champions,0,0,306.15,322,80.5
14323.0,115,2,605.0600000000001,2,2,3,223,About to Sleep,0,0,302.53000000000003,123,123.0
14326.0,242,1,183.85,1,1,1,111,Hibernating,1,0,183.85,0,
14327.0,163,1,311.65,2,1,2,212,Hibernating,1,0,311.65,0,
14329.0,17,7,5014.84,4,5,5,455,Champions,0,1,716.4057142857143,312,52.0
14331.0,124,2,462.65999999999997,2,2,2,222,About to Sleep,1,0,231.32999999999998,10,10.0
14332.0,23,3,866.31,4,3,3,433,Loyal Customers,0,0,288.77,125,62.5
14333.0,68,1,415.2,3,1,2,312,Others,0,0,415.2,0,
14334.0,17,8,2552.21,4,5,5,455,Champions,0,1,319.02625,341,48.714285714285715
14336.0,17,4,1614.91,4,4,4,444,Champions,0,0,403.7275,259,86.33333333333333
14338.0,161,2,588.22,2,2,3,223,About to Sleep,1,0,294.11,35,35.0
